NS1,NSX2A,NSX3A,NSX5A,NSX7A,NSX8A,NSX9A,NSX10A,NSX11A,NSX12A,NSX2B,NSX3B,NSX5B,NSX7B,NSX8B,NSX9B,NSX10B,NSX11B,NSX12B,NSX2C,NSX3C,NSX5C,NSX7C,NSX8C,NSX9C,NSX10C,NSX11C,NSX12C,NSX2D,NSX3D,NSX5D,NSX7D,NSX8D,NSX9D,NSX10D,NSX11D,NSX12D,NSX2E,NSX3E,NSX5E,NSX7E,NSX8E,NSX9E,NSX10E,NSX11E,NSX12E,NSX2F,NSX3F,NSX5F,NSX7F,NSX8F,NSX9F,NSX10F,NSX11F,NSX12F,NSX2G,NSX3G,NSX5G,NSX7G,NSX8G,NSX9G,NSX10G,NSX11G,NSX12G,NSX2H,NSX3H,NSX5H,NSX7H,NSX8H,NSX9H,NSX10H,NSX11H,NSX12H,NSX2I,NSX3I,NSX5I,NSX7I,NSX8I,NSX9I,NSX10I,NSX11I,NSX12I,NSX131_1,NSX131_2,NSX131_3,NSX131_4,NSX132_1,NSX132_2,NSX132_3,NSX132_4,NSX133_1,NSX133_2,NSX133_3,NSX133_4,NSX134_1,NSX134_2,NSX134_3,NSX134_4,NSD1,NDX2J,NDX4J,NDX5J,NDX5J_6_TEXT,NDX6J,NDX6J_8_TEXT,NDX8J,NDX9J,NDX12J,NDX2K,NDX4K,NDX5K,NDX6K,NDX6K_14_TEXT,NDX8K,NDX9K,NDX12K,NDX2L,NDX4L,NDX5L,NDX5L_10_TEXT,NDX6L,NDX6L_13_TEXT,NDX8L,NDX9L,NDX12L,NDX2M,NDX4M,NDX5M,NDX5M_10_TEXT,NDX6M,NDX6M_13_TEXT,NDX8M,NDX9M,NDX12M,NDX2N,NDX4N,NDX5N,NDX5N_10_TEXT,NDX6N,NDX6N_13_TEXT,NDX8N,NDX9N,NDX12N,NDX2O,NDX4O,NDX5O,NDX5O_11_TEXT,NDX6O,NDX6O_14_TEXT,NDX8O,NDX9O,NDX12O,NDX2P,NDX4P,NDX5P,NDX5P_10_TEXT,NDX6P,NDX6P_13_TEXT,NDX8P,NDX9P,NDX12P,NDX2Q,NDX4Q,NDX5Q,NDX5Q_10_TEXT,NDX6Q,NDX6Q_13_TEXT,NDX8Q,NDX9Q,NDX12Q,NDX2R,NDX4R,NDX5R,NDX5R_10_TEXT,NDX6R,NDX6R_13_TEXT,NDX8R,NDX9R,NDX12R,NDX151_1,NDX151_2,NDX151_3,NDX151_4,NDX152_1,NDX152_2,NDX152_3,NDX152_4,NDX153_1,NDX153_2,NDX153_3,NDX153_4,NDX154_1,NDX154_2,NDX154_3,NDX154_4
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,26,4.0,5.0,,7.0,,14.0,14.0,9.0,33,11.0,8.0,1.0,,14.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
2,7.0,9.0,40,8.0,1.0,1.0,1.0,1.0,8.0,49.0,9.0,53,4.0,5.0,2.0,14.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,over 20,25,1.0,5.0,,8.0,,15.0,14.0,10.0,over 30,16.0,9.0,14.0,somewhat close,13.0,19.0,8.0,over 50,15.0,9.0,,13.0,somewhat close,13.0,14.0,8.0,35,15.0,9.0,,13.0,not too close,12.0,19.0,1.0,over 50,15.0,9.0,,13.0,not too close,12.0,17.0,8.0,over 50,11.0,10.0,,14.0,not too close,14.0,17.0,8.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,3.0,2.0,2.0,,,,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
2,4.0,8.0,49,5.0,6.0,2.0,7.0,17.0,1.0,51.0,1.0,53,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,30,,,,,,,,,9.0,44,16.0,9.0,12.0,,17.0,17.0,8.0,44,15.0,9.0,,12.0,,14.0,17.0,10.0,38,1.0,9.0,,13.0,annoying,17.0,19.0,1.0,44,15.0,9.0,,12.0,,17.0,17.0,11.0,48,1.0,11.0,self employed,13.0,,16.0,17.0,10.0,32,10.0,9.0,,12.0,,17.0,17.0,9.0,55,15.0,9.0,,,,1.0,11.0,,33,10.0,10.0,self employed,12.0,,17.0,17.0,15.0,2.0,3.0,2.0,,,,,,1.0,2.0,2.0,,2.0,2.0,2.0,
15,7.0,8.0,51,4.0,6.0,1.0,1.0,1.0,8.0,48.0,8.0,60,9.0,6.0,1.0,1.0,1.0,7.0,7.0,1.0,42,4.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,67,1.0,6.0,1.0,1.0,1.0,4.0,7.0,1.0,59,4.0,6.0,1.0,1.0,1.0,4.0,9.0,5.0,70,9.0,1.0,1.0,1.0,1.0,7.0,5.0,9.0,59,9.0,5.0,2.0,13.0,14.0,7.0,5.0,9.0,43,4.0,6.0,4.0,1.0,14.0,1.0,7.0,8.0,11,1.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,5,40,9.0,5.0,,7.0,,15.0,16.0,9.0,29,16.0,9.0,12.0,,14.0,17.0,8.0,37,15.0,9.0,,12.0,,11.0,17.0,1.0,42,15.0,1.0,,12.0,,11.0,13.0,12.0,51,15.0,9.0,,12.0,,14.0,16.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,3.0,3.0,1.0,1.0,1.0
3,7.0,9.0,37,4.0,1.0,2.0,6.0,13.0,1.0,50.0,9.0,40,4.0,5.0,2.0,13.0,14.0,7.0,7.0,1.0,39,5.0,1.0,2.0,11.0,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,,2.0,1.0,3.0,,,,,,,,,,3,,,,,,,,,12.0,,,,,,,,10.0,45,1.0,9.0,,12.0,,13.0,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,2.0,2.0,3.0,,,,,,,,,
5,7.0,7.0,47,8.0,1.0,1.0,1.0,1.0,8.0,51.0,7.0,44,5.0,1.0,1.0,1.0,1.0,8.0,7.0,7.0,87,4.0,6.0,1.0,1.0,1.0,8.0,7.0,7.0,72,4.0,5.0,1.0,1.0,1.0,6.0,7.0,1.0,41,6.0,1.0,1.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17,36,9.0,5.0,,1.0,,18.0,17.0,10.0,27,16.0,8.0,1.0,,14.0,17.0,9.0,37,10.0,1.0,,12.0,,15.0,19.0,10.0,34,15.0,9.0,,12.0,,1.0,14.0,15.0,40,10.0,1.0,,12.0,,13.0,14.0,11.0,24,11.0,10.0,,13.0,,17.0,17.0,8.0,54,15.0,11.0,,12.0,,17.0,17.0,10.0,41,15.0,9.0,,12.0,,14.0,18.0,9.0,43,,10.0,,12.0,,16.0,17.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,7.0,9.0,32,4.0,4.0,2.0,10.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,31,1.0,5.0,,8.0,assocaite,18.0,17.0,8.0,,,,,,,,10.0,26,1.0,9.0,,13.0,associate,19.0,19.0,1.0,31,1.0,8.0,,13.0,associate,19.0,19.0,1.0,54,1.0,9.0,,13.0,associate,16.0,16.0,1.0,43,1.0,10.0,,14.0,associate,15.0,14.0,1.0,23,1.0,9.0,,13.0,associate,16.0,16.0,1.0,42,10.0,1.0,,11.0,,12.0,13.0,1.0,34,1.0,9.0,,12.0,,12.0,12.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1.0,1.0,50,1.0,4.0,2.0,1.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,26,4.0,5.0,,8.0,,14.0,14.0,9.0,25,10.0,8.0,12.0,,13.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
2,7.0,1.0,75,4.0,5.0,1.0,1.0,1.0,8.0,51.0,9.0,28,5.0,1.0,2.0,17.0,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,3,,,,,,,,,12.0,56,16.0,11.0,14.0,,13.0,17.0,11.0,34,15.0,11.0,,13.0,,11.0,17.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,,1.0,2.0,3.0,,,,,,,,,
2,1.0,9.0,40,4.0,5.0,1.0,1.0,14.0,7.0,51.0,1.0,47,8.0,1.0,1.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,15,31,1.0,5.0,,8.0,,15.0,16.0,8.0,32,10.0,9.0,14.0,,17.0,19.0,1.0,25,1.0,9.0,,12.0,,15.0,17.0,1.0,43,15.0,9.0,,12.0,,13.0,17.0,1.0,24,1.0,9.0,,12.0,,13.0,16.0,1.0,20,10.0,10.0,,13.0,,17.0,17.0,1.0,40,10.0,9.0,,12.0,,16.0,17.0,1.0,25,10.0,9.0,,,,12.0,17.0,1.0,20,1.0,9.0,,12.0,,14.0,16.0,1.0,2.0,3.0,2.0,,,,,,2.0,2.0,2.0,,2.0,2.0,2.0,
3,7.0,8.0,40s,4.0,6.0,1.0,5.0,17.0,7.0,51.0,8.0,62,4.0,5.0,1.0,1.0,1.0,4.0,6.0,7.0,36,8.0,1.0,1.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,1.0,2.0,3.0,,,,,,,,,,5,62,4.0,5.0,,4.0,,13.0,17.0,12.0,,,,,,,,10.0,50s,11.0,1.0,,13.0,,13.0,17.0,11.0,30s,14.0,1.0,,13.0,friends with B,12.0,17.0,1.0,about 20,1.0,9.0,,13.0,M adult son,11.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,,1.0,2.0,3.0,,1.0,2.0,1.0,,2.0,1.0,1.0,
2,7.0,1.0,33,8.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,40,5.0,1.0,1.0,11.0,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2,53,4.0,1.0,,6.0,,14.0,16.0,8.0,47,13.0,1.0,12.0,,13.0,15.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
3,7.0,9.0,36,1.0,1.0,1.0,1.0,11.0,6.0,50.0,8.0,50,4.0,4.0,1.0,1.0,13.0,8.0,7.0,9.0,62,4.0,5.0,2.0,16.0,17.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,2.0,2.0,3.0,,,,,,,,,,6,,,,,,,,,12.0,62,11.0,8.0,9.0,,17.0,19.0,11.0,48,10.0,9.0,,12.0,,14.0,15.0,11.0,40,15.0,9.0,,13.0,aquqintance,14.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,,,,,2.0,2.0,2.0,3.0,,,,
3,4.0,9.0,60,5.0,6.0,2.0,1.0,13.0,7.0,50.0,8.0,54,4.0,1.0,2.0,14.0,14.0,7.0,6.0,8.0,35,5.0,1.0,2.0,1.0,11.0,7.0,7.0,1.0,43,5.0,1.0,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,3.0,,,,,10,35,4.0,4.0,,7.0,,11.0,12.0,9.0,,,,,,,,10.0,43,11.0,1.0,,11.0,,1.0,14.0,10.0,25,13.0,1.0,,12.0,,12.0,14.0,12.0,33,10.0,9.0,,12.0,,12.0,16.0,9.0,29,13.0,1.0,,13.0,,14.0,14.0,9.0,39,11.0,1.0,,13.0,,12.0,14.0,8.0,45,12.0,1.0,,12.0,,12.0,13.0,10.0,55,11.0,1.0,,13.0,,12.0,17.0,17.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
1,,,,1.0,5.0,2.0,10.0,15.0,1.0,49.0,9.0,60,4.0,5.0,2.0,15.0,17.0,7.0,1.0,8.0,60,4.0,5.0,2.0,13.0,16.0,8.0,6.0,8.0,45,4.0,5.0,2.0,13.0,16.0,7.0,6.0,7.0,45,4.0,4.0,2.0,13.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,10,,,,,,,,,10.0,,,,,,,,10.0,,,,,,,,,10.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,,,,
5,6.0,7.0,45,4.0,1.0,2.0,5.0,14.0,7.0,51.0,7.0,67,5.0,1.0,2.0,1.0,13.0,7.0,7.0,7.0,50,6.0,1.0,2.0,12.0,14.0,7.0,6.0,9.0,54,5.0,1.0,2.0,11.0,15.0,6.0,6.0,7.0,35,4.0,4.0,1.0,1.0,13.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,5,45,1.0,4.0,,6.0,,14.0,15.0,10.0,46,12.0,9.0,12.0,,12.0,13.0,9.0,55,10.0,1.0,,11.0,,12.0,13.0,8.0,36,12.0,1.0,,12.0,,13.0,13.0,12.0,38,10.0,8.0,,12.0,,12.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,1.0,,,,1.0,,,
10,6.0,7.0,31,1.0,1.0,2.0,1.0,11.0,7.0,51.0,8.0,64,5.0,1.0,1.0,1.0,1.0,4.0,7.0,8.0,66,1.0,6.0,1.0,1.0,13.0,4.0,7.0,7.0,31,1.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,35,1.0,5.0,1.0,1.0,1.0,,11.0,1.0,29,4.0,1.0,1.0,1.0,12.0,6.0,6.0,9.0,32,4.0,5.0,2.0,14.0,14.0,7.0,6.0,9.0,46,1.0,5.0,4.0,17.0,17.0,1.0,6.0,1.0,49,4.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,30,33,1.0,7.0,,8.0,dealer,11.0,16.0,10.0,43,11.0,9.0,12.0,,14.0,17.0,8.0,,,,,,,,,10.0,,,,,,,,,12.0,33,10.0,1.0,,12.0,,14.0,15.0,10.0,33,10.0,1.0,,13.0,,15.0,15.0,10.0,30,1.0,9.0,,12.0,,13.0,17.0,9.0,30,1.0,10.0,SSI,,,14.0,17.0,9.0,30,1.0,10.0,SSI,12.0,,14.0,16.0,16.0,1.0,3.0,2.0,,,,,,1.0,1.0,2.0,,1.0,1.0,2.0,
2,5.0,9.0,48,4.0,5.0,2.0,8.0,15.0,1.0,51.0,8.0,53,6.0,1.0,1.0,1.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,4,,,,,,,,,11.0,48,12.0,9.0,12.0,,12.0,14.0,1.0,37,15.0,9.0,,12.0,,12.0,14.0,1.0,60,15.0,1.0,,12.0,,13.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,,,,
1,7.0,1.0,67,4.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,5.0,5.0,,7.0,,15.0,17.0,10.0,57,11.0,9.0,12.0,,11.0,14.0,11.0,46,,9.0,,11.0,,11.0,12.0,10.0,,11.0,1.0,,1.0,,11.0,11.0,8.0,,11.0,1.0,,12.0,,11.0,1.0,9.0,,11.0,1.0,,10.0,,12.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5.0,9.0,38,4.0,5.0,2.0,6.0,14.0,7.0,1.0,9.0,36,4.0,5.0,1.0,1.0,1.0,7.0,7.0,9.0,58,4.0,5.0,2.0,1.0,1.0,4.0,7.0,1.0,39,4.0,1.0,2.0,11.0,11.0,6.0,7.0,8.0,41,4.0,1.0,2.0,12.0,12.0,7.0,11.0,5.0,40,4.0,5.0,2.0,11.0,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2,,,,,,,,,8.0,41,11.0,9.0,12.0,,13.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,
2,5.0,8.0,52,4.0,1.0,2.0,6.0,16.0,7.0,49.0,7.0,36,4.0,1.0,2.0,12.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,10,48,4.0,6.0,self,1.0,,17.0,16.0,9.0,,,,,,,,9.0,,,,,,,,,9.0,39,11.0,1.0,,12.0,,17.0,19.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,,,,
2,7.0,1.0,36,4.0,1.0,1.0,1.0,1.0,6.0,51.0,1.0,30,4.0,1.0,1.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,3,60,5.0,5.0,,7.0,,13.0,15.0,11.0,45,10.0,,14.0,Former Spouse/Romantic Partner,13.0,15.0,10.0,32,10.0,9.0,,12.0,,13.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,
2,7.0,8.0,39,6.0,1.0,1.0,1.0,1.0,1.0,51.0,9.0,78,1.0,6.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1,39,1.0,1.0,,1.0,,11.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,1.0,35,4.0,1.0,2.0,4.0,13.0,7.0,51.0,8.0,43,4.0,1.0,2.0,12.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,1.0,49,4.0,5.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,5.0,1.0,,1.0,,15.0,14.0,11.0,36,14.0,1.0,1.0,,14.0,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
,7.0,8.0,59,5.0,4.0,2.0,1.0,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.0,8.0,38,1.0,1.0,2.0,1.0,1.0,6.0,49.0,7.0,50,4.0,5.0,2.0,11.0,11.0,7.0,7.0,1.0,43,4.0,5.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,2.0,2.0,3.0,,,,,,,,,,4,33,4.0,5.0,,1.0,,16.0,15.0,10.0,48,10.0,9.0,12.0,,14.0,15.0,9.0,46,10.0,9.0,,12.0,,14.0,14.0,1.0,41,1.0,9.0,,11.0,,14.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,,,,
7,7.0,8.0,54,4.0,1.0,1.0,1.0,1.0,7.0,51.0,1.0,40,5.0,1.0,2.0,1.0,1.0,8.0,5.0,9.0,45,4.0,5.0,1.0,14.0,15.0,7.0,7.0,1.0,43,4.0,4.0,1.0,1.0,1.0,7.0,6.0,8.0,37,4.0,1.0,2.0,14.0,15.0,7.0,11.0,4.0,49,1.0,5.0,2.0,12.0,15.0,7.0,7.0,8.0,24,4.0,5.0,2.0,12.0,15.0,6.0,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,7,,,,,,,,,10.0,,,,,,,,10.0,,,,,,,,,11.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,,,,
1,5.0,1.0,42,5.0,5.0,2.0,1.0,16.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,52,9.0,6.0,disabled,7.0,,15.0,16.0,11.0,50,16.0,10.0,12.0,,14.0,17.0,10.0,76,14.0,10.0,retired,13.0,,11.0,17.0,10.0,36,15.0,8.0,,1.0,,,14.0,,47,11.0,8.0,,13.0,,,16.0,11.0,42,11.0,12.0,,14.0,,14.0,16.0,9.0,56,1.0,9.0,,13.0,,14.0,17.0,9.0,66,1.0,11.0,,13.0,,13.0,17.0,9.0,55,11.0,1.0,,12.0,,13.0,16.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2,7.0,9.0,70,4.0,6.0,2.0,1.0,1.0,7.0,51.0,9.0,57,4.0,5.0,2.0,17.0,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,13,47,4.0,1.0,,7.0,,15.0,16.0,10.0,,,,,,,,11.0,57,10.0,1.0,,13.0,Ex-boyfriend,13.0,19.0,10.0,38,15.0,1.0,,12.0,,14.0,17.0,9.0,47,10.0,1.0,,12.0,,12.0,17.0,11.0,,10.0,10.0,,13.0,,13.0,17.0,1.0,61,10.0,10.0,Disability,12.0,,17.0,17.0,11.0,52,10.0,1.0,,12.0,,16.0,17.0,11.0,39,15.0,9.0,,13.0,Acquaintance ,14.0,17.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0
1,7.0,1.0,23,6.0,6.0,1.0,8.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,9.0,5.0,,8.0,acquaintance ,12.0,11.0,8.0,23,16.0,11.0,14.0,acquaintance ,11.0,11.0,1.0,65,15.0,9.0,,13.0,acquaintance ,11.0,11.0,1.0,around mid thirties ,15.0,,,13.0,acquaintance,11.0,11.0,1.0,she is in her mid thirties,15.0,11.0,,13.0,acquaintance ,11.0,11.0,1.0,in the mid thirties,15.0,12.0,,14.0,acquaintance ,12.0,11.0,1.0,30,15.0,11.0,,13.0,acquaintance,11.0,11.0,1.0,43,15.0,11.0,,,,14.0,12.0,1.0,not sure looks around 28 or 30 but not sure,15.0,11.0,,13.0,acquaintance ,11.0,17.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,
2,7.0,1.0,42,7.0,1.0,2.0,1.0,13.0,7.0,51.0,1.0,50,8.0,1.0,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,3,42,1.0,5.0,,8.0,,12.0,15.0,8.0,30'S,11.0,11.0,14.0,,11.0,17.0,1.0,50'S,11.0,11.0,,13.0,,11.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,1.0,1.0,3.0,,,,,,,,,
